Time,Heart_beat, Speed
1422078134.000000,196,1.840000
1422078135.000000,195,2.810000
1422078137.000000,195,2.620000
1422078140.000000,195,2.640000
1422078144.000000,195,5.080000
1422078145.000000,195,3.010000
1422078146.000000,195,2.320000
1422078149.000000,195,4.410000
1422078151.000000,196,2.430000
1422078154.000000,198,2.990000
1422078156.000000,198,3.740000
1422078158.000000,198,2.180000
1422078161.000000,198,0.000000
1422078167.000000,195,0.800000
1422078168.000000,196,0.000000
1422078173.000000,195,0.000000
1422078174.000000,194,1.110000
1422078177.000000,192,0.000000
1422078181.000000,189,0.480000
1422078183.000000,188,1.890000
1422078186.000000,189,0.850000
1422078190.000000,188,1.980000
1422078191.000000,188,2.040000
1422078195.000000,186,1.090000
1422078197.000000,187,0.830000
1422078200.000000,185,1.130000
1422078201.000000,185,0.000000
1422078207.000000,183,0.000000
1422078215.000000,181,0.000000
1422078219.000000,178,0.000000
1422078222.000000,177,1.190000
1422078223.000000,177,0.000000
1422078225.000000,176,1.610000
1422078227.000000,176,0.790000
1422078228.000000,176,1.810000
1422078230.000000,177,4.660000
1422078232.000000,180,6.420000
1422078233.000000,182,6.360000
1422078234.000000,183,6.060000
1422078236.000000,186,2.020000
1422078238.000000,189,0.900000
1422078241.000000,191,3.570000
1422078244.000000,192,3.630000
1422078247.000000,191,3.310000
1422078250.000000,194,3.040000
1422078253.000000,194,3.670000
1422078256.000000,194,1.520000
1422078258.000000,193,3.170000
1422078260.000000,193,3.320000
1422078264.000000,193,4.840000
1422078267.000000,195,4.980000
1422078270.000000,197,5.190000
1422078272.000000,198,3.620000
1422078274.000000,198,1.440000
1422078275.000000,199,1.900000
1422078278.000000,198,2.750000
1422078279.000000,198,2.330000
1422078283.000000,197,3.090000
1422078284.000000,196,2.830000
1422078288.000000,193,1.920000
1422078290.000000,193,1.580000
1422078291.000000,192,1.530000
1422078294.000000,190,0.790000
1422078298.000000,189,0.000000
1422078302.000000,186,0.000000
1422078305.000000,185,0.000000
1422078307.000000,185,1.630000
1422078309.000000,184,1.220000
1422078313.000000,182,1.280000
1422078314.000000,181,1.310000
1422078317.000000,179,0.810000
1422078318.000000,180,2.500000
1422078320.000000,181,1.750000
1422078323.000000,183,1.900000
1422078325.000000,185,2.040000
1422078326.000000,185,3.260000
1422078330.000000,184,2.300000
1422078332.000000,184,3.250000
1422078333.000000,185,3.570000
1422078336.000000,186,3.990000
1422078339.000000,190,3.390000
1422078341.000000,191,3.220000
1422078344.000000,191,3.480000
1422078345.000000,190,3.890000
1422078350.000000,188,0.510000
1422078354.000000,185,0.000000
1422078355.000000,185,0.640000
1422078360.000000,183,1.420000
1422078364.000000,181,2.080000
1422078369.000000,179,3.290000
1422078371.000000,178,0.910000
1422078372.000000,178,3.430000
1422078375.000000,179,5.080000
1422078379.000000,182,3.360000
1422078381.000000,185,3.050000
1422078382.000000,186,2.800000
1422078384.000000,187,2.310000
1422078385.000000,188,3.640000
1422078387.000000,190,4.230000
1422078389.000000,192,1.820000
1422078391.000000,193,2.150000
1422078392.000000,194,2.670000
1422078393.000000,194,4.180000
1422078395.000000,195,2.160000
1422078398.000000,197,1.950000
1422078399.000000,197,2.080000
1422078401.000000,196,3.530000
1422078404.000000,196,4.520000
1422078406.000000,196,3.300000
1422078408.000000,197,2.010000
1422078411.000000,198,3.050000
1422078414.000000,197,0.850000
1422078415.000000,197,0.990000
1422078418.000000,196,0.810000
1422078419.000000,196,6.090000
1422078420.000000,196,5.310000
1422078423.000000,197,3.810000
1422078426.000000,199,2.390000
1422078429.000000,198,2.200000
1422078430.000000,198,2.590000
1422078434.000000,196,2.130000
1422078437.000000,194,1.540000
1422078441.000000,193,0.000000
1422078446.000000,190,1.420000
1422078447.000000,190,0.900000
1422078449.000000,190,1.990000
1422078451.000000,190,2.350000
1422078454.000000,190,2.980000
1422078457.000000,192,3.170000
1422078458.000000,193,3.360000
1422078462.000000,194,3.350000
1422078465.000000,193,3.070000
1422078466.000000,193,1.880000
1422078469.000000,192,0.000000
1422078470.000000,193,1.120000
1422078473.000000,193,1.690000
1422078476.000000,192,2.690000
1422078478.000000,191,2.410000
1422078483.000000,188,2.070000
1422078486.000000,187,1.890000
1422078488.000000,186,1.850000
1422078493.000000,184,0.630000
1422078499.000000,183,0.000000
1422078505.000000,182,0.000000
1422078511.000000,182,0.580000
1422078513.000000,181,0.600000
1422078514.000000,180,0.900000
1422078516.000000,179,1.680000
1422078520.000000,176,1.850000
1422078522.000000,177,2.710000
1422078523.000000,178,3.560000
1422078526.000000,179,2.440000
1422078529.000000,180,3.150000
1422078532.000000,182,4.830000
1422078535.000000,186,1.850000
1422078537.000000,188,2.510000
1422078540.000000,188,2.680000
1422078542.000000,189,0.850000
1422078543.000000,189,0.660000
1422078544.000000,188,0.970000
1422078546.000000,188,1.430000
1422078548.000000,188,3.480000
1422078551.000000,188,1.290000
1422078554.000000,189,5.500000
1422078557.000000,189,0.770000
1422078561.000000,189,1.420000
1422078564.000000,190,0.000000
1422078571.000000,190,1.450000
1422078573.000000,190,0.560000
1422078578.000000,188,0.000000
1422078581.000000,185,0.000000
1422078584.000000,181,0.000000
1422078585.000000,181,0.670000
1422078589.000000,182,0.000000
1422078595.000000,184,0.000000
1422078599.000000,183,0.000000
1422078600.000000,183,1.340000
1422078602.000000,183,0.500000
1422078607.000000,182,0.860000
1422078612.000000,181,1.260000
1422078616.000000,180,0.560000
1422078617.000000,179,1.250000
1422078620.000000,180,1.580000
1422078622.000000,180,2.350000
1422078623.000000,181,2.780000
1422078626.000000,184,5.840000
1422078628.000000,187,5.210000
1422078629.000000,188,6.310000
1422078631.000000,191,3.780000
1422078632.000000,192,1.530000
1422078635.000000,194,4.410000
1422078637.000000,197,3.210000
1422078638.000000,197,0.000000
1422078639.000000,197,1.950000
1422078641.000000,198,1.640000
1422078644.000000,199,0.920000
1422078647.000000,200,2.620000
1422078650.000000,199,3.160000
1422078651.000000,199,2.820000
1422078654.000000,198,4.950000
1422078657.000000,197,3.110000
1422078661.000000,197,1.950000
1422078664.000000,196,1.820000
1422078667.000000,195,0.000000
1422078672.000000,193,1.760000
1422078673.000000,192,2.690000
1422078675.000000,193,3.520000
1422078677.000000,196,2.290000
1422078678.000000,196,0.000000
1422078681.000000,197,0.000000
1422078683.000000,196,0.820000
1422078688.000000,194,2.380000
1422078689.000000,194,0.900000
1422078691.000000,194,4.630000
1422078694.000000,195,4.810000
1422078697.000000,197,3.910000
1422078698.000000,198,2.370000
1422078699.000000,199,2.730000
1422078702.000000,199,2.900000
1422078703.000000,199,2.670000
1422078706.000000,198,3.230000
1422078711.000000,195,1.170000
1422078712.000000,194,1.310000
1422078715.000000,193,0.700000
1422078720.000000,190,0.000000
1422078721.000000,190,0.000000
1422078723.000000,187,0.000000
1422078726.000000,183,0.000000
1422078728.000000,181,0.000000
1422078731.000000,178,0.000000
1422078732.000000,176,0.000000
1422078736.000000,173,0.000000
1422078737.000000,172,0.000000
1422078742.000000,169,0.000000
1422078748.000000,167,0.740000
1422078752.000000,170,1.150000
1422078756.000000,172,0.000000
1422078764.000000,169,0.000000
1422078769.000000,168,0.660000
1422078772.000000,169,0.000000
1422078774.000000,170,0.000000
1422078783.000000,170,0.000000
1422078785.000000,169,0.000000
1422078790.000000,166,0.000000
1422078791.000000,166,0.000000
1422078796.000000,165,0.000000
1422078799.000000,163,0.000000
1422078804.000000,161,0.000000
1422078808.000000,161,0.000000
1422078815.000000,160,0.000000
1422078816.000000,161,0.000000
1422078819.000000,160,0.000000
1422078824.000000,160,0.000000
1422078830.000000,162,0.000000
1422078836.000000,159,0.000000
1422078837.000000,159,0.000000
1422078844.000000,162,0.000000
1422078845.000000,163,0.000000
1422078848.000000,166,0.000000
1422078851.000000,168,0.000000
1422078855.000000,169,0.000000
1422078857.000000,169,0.000000
1422078858.000000,168,0.980000
1422078860.000000,166,0.000000
1422078861.000000,165,0.000000
1422078864.000000,162,0.470000
1422078866.000000,161,2.330000
1422078870.000000,161,1.960000
1422078871.000000,161,1.510000
1422078875.000000,160,1.070000
1422078876.000000,161,0.910000
1422078877.000000,161,1.110000
1422078881.000000,164,2.040000
1422078885.000000,165,3.450000
1422078887.000000,167,3.380000
1422078889.000000,171,5.350000
1422078890.000000,174,5.290000
1422078891.000000,176,5.100000
1422078892.000000,178,5.790000
1422078894.000000,181,4.830000
1422078896.000000,184,1.190000
1422078897.000000,186,1.140000
1422078900.000000,187,1.090000
1422078904.000000,188,2.030000
1422078907.000000,188,2.540000
1422078909.000000,186,2.350000
1422078913.000000,185,2.390000
1422078919.000000,182,0.930000
1422078920.000000,182,0.670000
1422078926.000000,180,0.990000
1422078930.000000,181,1.690000
1422078933.000000,182,3.010000
1422078935.000000,181,2.030000
1422078937.000000,181,3.010000
1422078940.000000,183,3.830000
1422078943.000000,186,1.610000
1422078946.000000,187,0.980000
1422078948.000000,186,0.960000
1422078952.000000,186,2.520000
1422078955.000000,186,0.760000
1422078956.000000,186,1.020000
1422078960.000000,184,1.590000
1422078961.000000,184,1.260000
1422078964.000000,182,1.320000
1422078967.000000,181,2.090000
1422078969.000000,181,1.260000
1422078973.000000,181,1.970000
1422078977.000000,181,2.360000
1422078978.000000,181,2.160000
1422078980.000000,180,3.750000
1422078981.000000,179,5.660000
1422078982.000000,180,5.450000
1422078986.000000,180,0.000000
1422078987.000000,180,0.960000
1422078988.000000,180,0.000000
1422078990.000000,181,3.320000
1422078992.000000,184,4.570000
1422078995.000000,187,5.100000
1422078996.000000,189,5.840000
1422078999.000000,191,4.280000
1422079001.000000,192,2.800000
1422079003.000000,194,2.140000
1422079006.000000,194,1.830000
1422079007.000000,194,3.050000
1422079010.000000,194,2.830000
1422079011.000000,193,3.100000
1422079013.000000,193,1.260000
1422079016.000000,194,2.940000
1422079017.000000,193,3.070000
1422079018.000000,193,3.720000
1422079020.000000,193,4.900000
1422079022.000000,194,0.540000
1422079025.000000,194,1.380000
1422079026.000000,194,2.420000
1422079029.000000,193,1.810000
1422079033.000000,194,2.620000
1422079038.000000,193,3.470000
1422079042.000000,192,3.360000
1422079046.000000,191,0.830000
1422079048.000000,191,2.610000
1422079049.000000,192,1.410000
1422079053.000000,190,0.000000
1422079059.000000,187,0.000000
1422079060.000000,187,1.140000
1422079064.000000,185,0.950000
1422079066.000000,185,1.480000
1422079068.000000,185,1.690000
1422079071.000000,184,1.510000
1422079073.000000,184,2.140000
1422079074.000000,185,3.090000
1422079076.000000,185,2.440000
1422079077.000000,185,2.130000
1422079080.000000,185,1.250000
1422079083.000000,184,0.000000
1422079090.000000,182,0.000000
1422079092.000000,181,0.940000
1422079094.000000,181,1.070000
1422079098.000000,178,0.000000
1422079100.000000,178,1.190000
1422079106.000000,176,0.000000
1422079113.000000,173,0.000000
1422079116.000000,172,0.000000
1422079119.000000,170,1.940000
1422079121.000000,170,1.330000
1422079125.000000,170,1.680000
1422079127.000000,172,2.280000
1422079128.000000,172,2.740000
1422079132.000000,173,0.000000
1422079136.000000,173,1.040000
1422079137.000000,172,2.000000
1422079138.000000,173,1.880000
1422079142.000000,175,1.750000
1422079144.000000,175,1.960000
1422079146.000000,175,1.740000
1422079150.000000,174,1.770000
1422079154.000000,173,2.310000
1422079156.000000,173,2.660000
1422079158.000000,172,2.440000
1422079159.000000,172,1.570000
1422079162.000000,172,0.970000
1422079165.000000,175,1.640000
1422079167.000000,179,3.370000
1422079168.000000,180,3.440000
1422079170.000000,183,4.120000
1422079172.000000,185,3.800000
1422079175.000000,186,1.220000
1422079178.000000,187,2.000000
1422079181.000000,189,1.280000
1422079184.000000,189,4.190000
1422079186.000000,188,4.250000
1422079189.000000,187,4.640000
1422079190.000000,186,4.370000
1422079194.000000,185,1.070000
1422079196.000000,185,1.320000
1422079197.000000,185,0.000000
1422079201.000000,185,0.930000
1422079202.000000,185,0.000000
1422079207.000000,184,0.980000
1422079209.000000,185,0.000000
1422079214.000000,183,0.000000
1422079220.000000,180,0.000000
1422079223.000000,178,0.000000
1422079227.000000,175,0.000000
1422079229.000000,174,0.000000
1422079234.000000,172,0.000000
1422079240.000000,169,0.000000
1422079241.000000,169,0.000000
1422079244.000000,166,0.000000
1422079248.000000,163,0.000000
1422079250.000000,162,0.000000
1422079259.000000,161,0.000000
1422079264.000000,161,0.000000
1422079266.000000,162,0.000000
1422079273.000000,160,0.000000
1422079281.000000,159,0.000000
1422079286.000000,156,0.000000
1422079287.000000,155,0.000000
1422079298.000000,154,0.000000
1422079307.000000,156,0.000000
1422079308.000000,156,0.990000
1422079311.000000,157,0.000000
1422079316.000000,158,0.000000
1422079321.000000,158,0.000000
1422079329.000000,157,0.000000
1422079334.000000,154,0.000000
1422079336.000000,153,0.000000
1422079344.000000,151,0.000000
1422079359.000000,150,0.000000
1422079365.000000,147,0.000000
1422079367.000000,145,0.000000
1422079370.000000,144,0.000000
1422079374.000000,141,0.000000
1422079377.000000,143,2.030000
1422079378.000000,144,2.110000
1422079381.000000,145,2.350000
1422079382.000000,144,2.090000
1422079386.000000,148,2.120000
1422079387.000000,150,1.920000
1422079388.000000,151,1.060000
1422079390.000000,154,2.890000
1422079392.000000,157,5.530000
1422079393.000000,159,2.890000
1422079395.000000,162,1.940000
1422079399.000000,164,1.350000
1422079402.000000,167,2.920000
1422079403.000000,168,2.000000
1422079405.000000,170,3.310000
1422079408.000000,173,2.830000
1422079410.000000,174,1.730000
1422079413.000000,175,2.520000
1422079416.000000,176,4.460000
1422079420.000000,176,4.160000
1422079423.000000,177,1.360000
1422079427.000000,178,1.520000
1422079431.000000,178,1.140000
1422079433.000000,178,1.090000
1422079435.000000,179,3.560000
1422079439.000000,181,4.860000
1422079440.000000,181,4.560000
1422079442.000000,181,2.610000
1422079443.000000,182,3.150000
1422079447.000000,183,1.850000
1422079450.000000,184,2.950000
1422079453.000000,186,2.930000
1422079456.000000,188,1.470000
1422079458.000000,188,1.590000
1422079459.000000,188,3.370000
1422079462.000000,187,4.340000
1422079463.000000,187,5.000000
1422079466.000000,186,4.870000
1422079467.000000,186,4.550000
1422079468.000000,187,4.040000
1422079471.000000,188,0.000000
1422079472.000000,188,1.570000
1422079473.000000,189,4.010000
1422079474.000000,190,3.070000
1422079476.000000,190,1.330000
1422079479.000000,189,1.800000
1422079482.000000,190,2.650000
1422079485.000000,191,1.120000
1422079490.000000,190,1.990000
1422079492.000000,189,2.180000
1422079493.000000,189,2.420000
1422079494.000000,189,2.810000
1422079496.000000,188,3.820000
1422079497.000000,188,3.770000
1422079499.000000,188,3.060000
1422079501.000000,188,2.240000
1422079502.000000,189,0.950000
1422079504.000000,190,1.680000
1422079506.000000,190,2.290000
1422079507.000000,190,2.870000
1422079511.000000,189,1.370000
1422079512.000000,189,0.570000
1422079516.000000,186,0.770000
1422079517.000000,186,1.850000
1422079522.000000,184,2.390000
1422079525.000000,182,2.620000
1422079526.000000,182,1.720000
1422079527.000000,182,1.040000
1422079529.000000,181,0.000000
1422079531.000000,180,1.260000
1422079533.000000,180,3.030000
1422079538.000000,179,2.060000
1422079542.000000,178,0.840000
1422079547.000000,179,0.760000
1422079552.000000,181,0.000000
1422079557.000000,179,0.640000
1422079562.000000,177,0.000000
1422079567.000000,176,1.550000
1422079568.000000,176,1.380000
1422079571.000000,177,2.310000
1422079574.000000,180,2.940000
1422079576.000000,182,5.480000
1422079578.000000,185,4.220000
1422079579.000000,186,4.260000
1422079581.000000,189,4.110000
1422079582.000000,189,4.140000
1422079583.000000,189,2.750000
1422079584.000000,190,1.300000
1422079585.000000,189,2.150000
1422079588.000000,190,2.710000
1422079590.000000,189,2.520000
1422079592.000000,189,2.570000
1422079594.000000,189,2.770000
1422079597.000000,189,3.310000
1422079602.000000,187,1.680000
1422079606.000000,187,0.000000
1422079607.000000,186,0.990000
1422079610.000000,186,1.320000
1422079614.000000,186,2.460000
1422079619.000000,185,4.170000
1422079622.000000,185,2.690000
1422079624.000000,185,5.750000
1422079626.000000,186,4.310000
1422079628.000000,186,2.730000
1422079630.000000,187,2.750000
1422079631.000000,187,2.850000
1422079633.000000,187,2.420000
1422079637.000000,188,2.620000
1422079639.000000,188,1.840000
1422079640.000000,189,1.560000
1422079642.000000,189,4.650000
1422079643.000000,189,6.430000
1422079644.000000,189,6.330000
1422079645.000000,189,6.070000
1422079646.000000,189,4.630000
1422079648.000000,190,2.850000
1422079650.000000,190,2.850000
1422079651.000000,191,2.030000
1422079653.000000,191,1.560000
1422079654.000000,191,1.260000
1422079656.000000,190,0.910000
1422079659.000000,189,0.000000
1422079664.000000,187,1.540000
1422079668.000000,185,1.800000
1422079672.000000,182,0.870000
1422079673.000000,182,0.910000
1422079677.000000,181,0.610000
1422079678.000000,181,1.910000
1422079680.000000,180,2.080000
1422079682.000000,181,4.420000
1422079684.000000,182,0.770000
1422079685.000000,183,2.050000
1422079686.000000,184,2.530000
1422079690.000000,184,2.350000
1422079693.000000,185,1.700000
1422079697.000000,183,1.750000
1422079703.000000,181,0.000000
1422079704.000000,181,0.000000
1422079705.000000,180,0.910000
1422079708.000000,180,0.000000
1422079714.000000,178,1.200000
1422079718.000000,175,0.680000
1422079720.000000,175,0.000000
1422079722.000000,176,1.200000
1422079724.000000,175,2.610000
1422079728.000000,175,2.720000
1422079731.000000,174,3.420000
1422079734.000000,172,1.060000
1422079738.000000,171,2.520000
1422079740.000000,171,2.780000
1422079743.000000,171,3.130000
1422079744.000000,170,3.260000
1422079746.000000,170,1.890000
1422079749.000000,172,0.890000
1422079750.000000,172,1.360000
1422079752.000000,174,2.830000
1422079755.000000,177,5.620000
1422079756.000000,179,5.410000
1422079758.000000,181,1.900000
1422079761.000000,182,2.130000
1422079763.000000,182,2.190000
1422079765.000000,183,3.370000
1422079768.000000,183,1.650000
1422079772.000000,183,3.390000
1422079775.000000,183,2.310000
1422079778.000000,183,2.010000
1422079781.000000,180,1.050000
1422079782.000000,180,0.600000
1422079785.000000,180,1.060000
1422079787.000000,179,0.640000
1422079788.000000,178,1.400000
1422079790.000000,179,3.980000
1422079792.000000,182,5.150000
1422079793.000000,182,7.030000
1422079794.000000,184,5.450000
1422079796.000000,187,1.000000
1422079799.000000,188,4.170000
1422079800.000000,189,2.850000
1422079802.000000,190,1.490000
1422079805.000000,191,1.360000
1422079809.000000,191,2.880000
1422079813.000000,190,4.100000
1422079816.000000,188,2.910000
1422079819.000000,186,0.840000
1422079820.000000,185,1.440000
1422079823.000000,184,1.070000
1422079827.000000,181,1.610000
1422079831.000000,180,1.450000
1422079833.000000,180,1.350000
1422079835.000000,180,2.110000
1422079838.000000,180,2.210000
1422079841.000000,179,1.770000
1422079845.000000,179,1.260000
1422079849.000000,178,0.000000
1422079854.000000,175,0.000000
1422079856.000000,175,0.000000
1422079860.000000,174,1.180000
1422079861.000000,175,1.970000
1422079864.000000,177,1.880000
1422079865.000000,177,1.170000
1422079868.000000,178,0.000000
1422079869.000000,178,1.400000
1422079871.000000,178,0.000000
1422079877.000000,176,0.000000
1422079881.000000,173,0.000000
1422079884.000000,171,0.000000
1422079888.000000,168,0.000000
1422079889.000000,168,0.930000
1422079891.000000,167,1.530000
1422079895.000000,165,1.430000
1422079896.000000,165,1.500000
1422079901.000000,165,1.560000
1422079906.000000,164,0.000000
1422079909.000000,161,1.840000
1422079910.000000,160,1.530000
1422079915.000000,157,1.130000
1422079916.000000,157,1.020000
1422079920.000000,155,1.150000
1422079922.000000,154,1.830000
1422079926.000000,154,0.000000
1422079928.000000,156,3.780000
1422079929.000000,158,4.710000
1422079931.000000,162,5.740000
1422079932.000000,165,5.390000
1422079934.000000,169,5.170000
1422079936.000000,171,0.000000
1422079937.000000,172,1.460000
1422079939.000000,174,1.510000
1422079941.000000,177,3.220000
1422079942.000000,178,1.790000
1422079945.000000,180,1.430000
1422079948.000000,183,2.730000
1422079952.000000,185,1.500000
1422079953.000000,186,1.950000
1422079955.000000,184,2.040000
1422079956.000000,184,2.740000
1422079959.000000,185,1.960000
1422079960.000000,185,2.430000
1422079961.000000,185,2.290000
1422079963.000000,186,0.610000
1422079964.000000,187,1.390000
1422079967.000000,187,2.040000
1422079969.000000,186,1.610000
1422079970.000000,186,2.880000
1422079974.000000,183,1.680000
1422079975.000000,182,2.300000
1422079978.000000,180,1.650000
1422079983.000000,177,1.560000
1422079987.000000,176,1.060000
1422079988.000000,175,0.970000
1422079993.000000,172,0.000000
1422079998.000000,169,0.000000
1422080003.000000,166,0.000000
1422080006.000000,163,0.000000
1422080009.000000,160,0.000000
